sequenceID	source.name	genotype	length
OR064006	ncbi-curated	ECSA	11438
OR064007	ncbi-curated	ECSA	11564
OR064008	ncbi-curated	ECSA	11513
OR064009	ncbi-curated	ECSA	11247
OR064010	ncbi-curated	ECSA	11302
OR064011	ncbi-curated	ECSA	11394
OR064012	ncbi-curated	ECSA	11462
OR064013	ncbi-curated	ECSA	11291
OR064014	ncbi-curated	ECSA	11462
OR064015	ncbi-curated	ECSA	11393
OR064016	ncbi-curated	ECSA	11513
OR064017	ncbi-curated	ECSA	11404
OR064018	ncbi-curated	ECSA	11394
OR064019	ncbi-curated	ECSA	11237
OR064020	ncbi-curated	ECSA	11237
OR064021	ncbi-curated	ECSA	11237
OR064022	ncbi-curated	ECSA	11348
OR064023	ncbi-curated	ECSA	11237
OR064024	ncbi-curated	ECSA	11237
OR064025	ncbi-curated	ECSA	11238
OR064026	ncbi-curated	ECSA	11237
OR064027	ncbi-curated	ECSA	11429
OR064028	ncbi-curated	ECSA	11237
OR064029	ncbi-curated	ECSA	11237
OR064030	ncbi-curated	ECSA	11237
OR167289	ncbi-curated	ECSA	11178
OR167290	ncbi-curated	ECSA	11178
OR167291	ncbi-curated	ECSA	11179
OR167292	ncbi-curated	ECSA	11178
OR167293	ncbi-curated	ECSA	11178
OR167294	ncbi-curated	ECSA	11178
OR167295	ncbi-curated	ECSA	11177
OR167296	ncbi-curated	ECSA	11177
OR167297	ncbi-curated	ECSA	11178
OR167298	ncbi-curated	ECSA	11178
OR167299	ncbi-curated	ECSA	11178
OR167300	ncbi-curated	ECSA	11177
OR167301	ncbi-curated	ECSA	11177
OR167302	ncbi-curated	ECSA	11170
OR167303	ncbi-curated	ECSA	11178
OR167304	ncbi-curated	ECSA	11177
OR167305	ncbi-curated	ECSA	11177
OR167306	ncbi-curated	ECSA	11217
OR167307	ncbi-curated	ECSA	11179
OR167308	ncbi-curated	ECSA	11179
OR167309	ncbi-curated	ECSA	11178
OR167310	ncbi-curated	ECSA	11202
OR167311	ncbi-curated	ECSA	11178
OR167312	ncbi-curated	ECSA	11178
OR167313	ncbi-curated	ECSA	11178
OR167314	ncbi-curated	ECSA	11178
OR167315	ncbi-curated	ECSA	11177
OR167316	ncbi-curated	ECSA	11178
OR167317	ncbi-curated	ECSA	11178
OR167318	ncbi-curated	ECSA	11179
OR167319	ncbi-curated	ECSA	11178
OR167320	ncbi-curated	ECSA	11179
OR167321	ncbi-curated	ECSA	11177
OR167322	ncbi-curated	ECSA	11178
OR167323	ncbi-curated	ECSA	11178
OR167324	ncbi-curated	ECSA	11178
OR167325	ncbi-curated	ECSA	11179
OR167326	ncbi-curated	ECSA	11178
OR167327	ncbi-curated	ECSA	11178
OR167328	ncbi-curated	ECSA	11178
OR167329	ncbi-curated	ECSA	11176
OR167330	ncbi-curated	ECSA	11178
OR167331	ncbi-curated	ECSA	11194
OR167332	ncbi-curated	ECSA	11182
OR167333	ncbi-curated	ECSA	11179
OR167334	ncbi-curated	ECSA	11208
OR167335	ncbi-curated	ECSA	11178
OR167336	ncbi-curated	ECSA	11179
OR167337	ncbi-curated	ECSA	11191
OR167338	ncbi-curated	ECSA	11187
OR167339	ncbi-curated	ECSA	11179
OR167340	ncbi-curated	ECSA	11179
OR167341	ncbi-curated	ECSA	11179
OR167342	ncbi-curated	ECSA	11178
OR167343	ncbi-curated	ECSA	11179
OR167344	ncbi-curated	ECSA	11207
OR167345	ncbi-curated	ECSA	11178
OR167346	ncbi-curated	ECSA	11178
OR167347	ncbi-curated	ECSA	11178
OR167348	ncbi-curated	ECSA	11179
OR167349	ncbi-curated	ECSA	11178
OR167350	ncbi-curated	ECSA	11179
OR167351	ncbi-curated	ECSA	11177
OR167352	ncbi-curated	ECSA	11178
OR167353	ncbi-curated	ECSA	11178
OR167354	ncbi-curated	ECSA	11178
OR167355	ncbi-curated	ECSA	11179
OR167356	ncbi-curated	ECSA	11198
OR167357	ncbi-curated	ECSA	11177
OR283254	ncbi-curated	ECSA	11813
OR344786	ncbi-curated	ECSA	10958
OR360566	ncbi-curated	AL_CHIKV_ECSA	11687
OR360567	ncbi-curated	AL_CHIKV_ECSA	11630
OR360568	ncbi-curated	AL_CHIKV_ECSA	11205
OR360569	ncbi-curated	AL_CHIKV_ECSA	11761
OR360570	ncbi-curated	AL_CHIKV_ECSA	11596
OR360571	ncbi-curated	AL_CHIKV_ECSA	11478
OR360572	ncbi-curated	AL_CHIKV_ECSA	11264
OR360573	ncbi-curated	AL_CHIKV_ECSA	11686
OR360574	ncbi-curated	AL_CHIKV_ECSA	11721
OR360575	ncbi-curated	AL_CHIKV_ECSA	11193
OR360576	ncbi-curated	AL_CHIKV_ECSA	11163
OR360577	ncbi-curated	AL_CHIKV_ECSA	11190
OR360578	ncbi-curated	AL_CHIKV_ECSA	11477
OR360579	ncbi-curated	AL_CHIKV_ECSA	11179
OR360580	ncbi-curated	AL_CHIKV_ECSA	11541
OR360581	ncbi-curated	AL_CHIKV_ECSA	11581
OR360582	ncbi-curated	AL_CHIKV_ECSA	11725
OR360583	ncbi-curated	AL_CHIKV_ECSA	11570
OR360584	ncbi-curated	AL_CHIKV_ECSA	11182
OR360585	ncbi-curated	AL_CHIKV_ECSA	11590
OR360586	ncbi-curated	AL_CHIKV_ECSA	11475
OR360587	ncbi-curated	AL_CHIKV_ECSA	11536
OR360588	ncbi-curated	AL_CHIKV_ECSA	11478
OR360589	ncbi-curated	AL_CHIKV_ECSA	11476
OR360590	ncbi-curated	AL_CHIKV_ECSA	11570
OR360591	ncbi-curated	AL_CHIKV_ECSA	11678
OR360592	ncbi-curated	AL_CHIKV_ECSA	11513
OR360593	ncbi-curated	AL_CHIKV_ECSA	11561
OR360594	ncbi-curated	AL_CHIKV_ECSA	11324
OR360595	ncbi-curated	AL_CHIKV_ECSA	11439
OR412347	ncbi-curated	AL_CHIKV_ECSA	11172
OR412348	ncbi-curated	AL_CHIKV_ECSA	11172
OR412349	ncbi-curated	AL_CHIKV_ECSA	11649
OR412350	ncbi-curated	AL_CHIKV_ECSA	11644
OR452425	ncbi-curated	AL_CHIKV_ECSA	11195
OR453562	ncbi-curated	AL_CHIKV_ECSA	10965
OR453563	ncbi-curated	AL_CHIKV_ECSA	10766
OR453564	ncbi-curated	AL_CHIKV_ECSA	10681
OR470609	ncbi-curated	AL_CHIKV_ECSA	11678
OR470610	ncbi-curated	AL_CHIKV_ECSA	11783
OR470611	ncbi-curated	AL_CHIKV_ECSA	11195
OR488122	ncbi-curated	AL_CHIKV_Asian	11226
OR488123	ncbi-curated	AL_CHIKV_Asian	11226
OR488124	ncbi-curated	AL_CHIKV_Asian	11226
OR488125	ncbi-curated	AL_CHIKV_Asian	11226
OR538602	ncbi-curated	AL_CHIKV_ECSA	11307
OR538603	ncbi-curated	AL_CHIKV_ECSA	10780
OR538604	ncbi-curated	AL_CHIKV_ECSA	10670
OR626603	ncbi-curated	AL_CHIKV_ECSA	11282
OR631863	ncbi-curated	AL_CHIKV_ECSA	11176
OR631864	ncbi-curated	AL_CHIKV_ECSA	11184
OR631865	ncbi-curated	AL_CHIKV_ECSA	11298
OR631866	ncbi-curated	AL_CHIKV_ECSA	11178
OR631867	ncbi-curated	AL_CHIKV_ECSA	11269
OR631868	ncbi-curated	AL_CHIKV_ECSA	11182
OR631869	ncbi-curated	AL_CHIKV_ECSA	11184
OR631870	ncbi-curated	AL_CHIKV_ECSA	11169
OR631871	ncbi-curated	AL_CHIKV_ECSA	11178
OR631872	ncbi-curated	AL_CHIKV_ECSA	11174
OR631873	ncbi-curated	AL_CHIKV_ECSA	11167
OR631874	ncbi-curated	AL_CHIKV_ECSA	11185
OR631875	ncbi-curated	AL_CHIKV_ECSA	11181
OR631876	ncbi-curated	AL_CHIKV_ECSA	11176
OR631877	ncbi-curated	AL_CHIKV_ECSA	11179
OR631878	ncbi-curated	AL_CHIKV_ECSA	11174
OR631879	ncbi-curated	AL_CHIKV_ECSA	11177
OR631880	ncbi-curated	AL_CHIKV_ECSA	11176
OR631881	ncbi-curated	AL_CHIKV_ECSA	11177
OR631882	ncbi-curated	AL_CHIKV_ECSA	11170
OR631883	ncbi-curated	AL_CHIKV_ECSA	11178
OR631884	ncbi-curated	AL_CHIKV_ECSA	11189
OR631885	ncbi-curated	AL_CHIKV_ECSA	11176
OR631886	ncbi-curated	AL_CHIKV_ECSA	11432
OR631887	ncbi-curated	AL_CHIKV_ECSA	11177
OR631888	ncbi-curated	AL_CHIKV_ECSA	11175
OR631889	ncbi-curated	AL_CHIKV_ECSA	11174
OR631890	ncbi-curated	AL_CHIKV_ECSA	11177
OR631891	ncbi-curated	AL_CHIKV_ECSA	11478
OR631892	ncbi-curated	AL_CHIKV_ECSA	11630
OR631893	ncbi-curated	AL_CHIKV_ECSA	11261
OR631894	ncbi-curated	AL_CHIKV_ECSA	11176
OR631895	ncbi-curated	AL_CHIKV_ECSA	11478
OR631896	ncbi-curated	AL_CHIKV_ECSA	11263
OR631897	ncbi-curated	AL_CHIKV_ECSA	11443
OR631898	ncbi-curated	AL_CHIKV_ECSA	11181
OR631899	ncbi-curated	AL_CHIKV_ECSA	11478
OR631900	ncbi-curated	AL_CHIKV_ECSA	11189
OR631901	ncbi-curated	AL_CHIKV_ECSA	11176
OR631902	ncbi-curated	AL_CHIKV_Asian	11259
OR631903	ncbi-curated	AL_CHIKV_Asian	11273
OR631904	ncbi-curated	AL_CHIKV_Asian	11250
OR631905	ncbi-curated	AL_CHIKV_Asian	11237
OR631906	ncbi-curated	AL_CHIKV_ECSA	11181
OR631907	ncbi-curated	AL_CHIKV_ECSA	11478
OR631908	ncbi-curated	AL_CHIKV_ECSA	11561
OR631909	ncbi-curated	AL_CHIKV_ECSA	11177
OR631910	ncbi-curated	AL_CHIKV_ECSA	11178
OR631911	ncbi-curated	AL_CHIKV_ECSA	11179
OR631912	ncbi-curated	AL_CHIKV_ECSA	11178
OR631913	ncbi-curated	AL_CHIKV_ECSA	11156
OR631914	ncbi-curated	AL_CHIKV_ECSA	11162
OR631915	ncbi-curated	AL_CHIKV_ECSA	11181
OR631916	ncbi-curated	AL_CHIKV_ECSA	11478
OR631917	ncbi-curated	AL_CHIKV_ECSA	11449
OR715104	ncbi-curated	AL_CHIKV_ECSA	11751
OR785139	ncbi-curated	AL_CHIKV_Asian	11897
OZ252700	ncbi-curated	AL_CHIKV_ECSA	11816
OZ252701	ncbi-curated	AL_CHIKV_ECSA	11816
OZ252702	ncbi-curated	AL_CHIKV_ECSA	11816
OZ252703	ncbi-curated	AL_CHIKV_ECSA	11816
PA262880	ncbi-curated	ECSA	11826
PB147482	ncbi-curated	AL_CHIKV_ECSA	11826
PC225685	ncbi-curated	AL_CHIKV_ECSA	11674
PE384729	ncbi-curated	AL_CHIKV_ECSA	11840
PH267337	ncbi-curated	AL_CHIKV_ECSA	11840
PP193832	ncbi-curated	AL_CHIKV_ECSA	11787
PP193833	ncbi-curated	AL_CHIKV_ECSA	11787
PP193834	ncbi-curated	AL_CHIKV_ECSA	11787
PP193835	ncbi-curated	AL_CHIKV_ECSA	11787
PP193836	ncbi-curated	AL_CHIKV_ECSA	11787
PP193837	ncbi-curated	AL_CHIKV_ECSA	11787
PP193838	ncbi-curated	AL_CHIKV_ECSA	11787
PP193839	ncbi-curated	AL_CHIKV_ECSA	11787
PP193840	ncbi-curated	AL_CHIKV_ECSA	11787
PP193841	ncbi-curated	AL_CHIKV_ECSA	11787
PP193842	ncbi-curated	AL_CHIKV_ECSA	11787
PP193843	ncbi-curated	AL_CHIKV_ECSA	11609
PP196586	ncbi-curated	AL_CHIKV_WestAfr	10885
PP196587	ncbi-curated	AL_CHIKV_WestAfr	11140
PP196588	ncbi-curated	AL_CHIKV_WestAfr	11044
PP196589	ncbi-curated	AL_CHIKV_WestAfr	11102
PP196590	ncbi-curated	AL_CHIKV_WestAfr	11084
PP196591	ncbi-curated	AL_CHIKV_WestAfr	11142
PP196592	ncbi-curated	AL_CHIKV_WestAfr	10848
PP196593	ncbi-curated	AL_CHIKV_WestAfr	10519
PP196594	ncbi-curated	AL_CHIKV_WestAfr	10838
PP196595	ncbi-curated	AL_CHIKV_WestAfr	10742
PP196596	ncbi-curated	AL_CHIKV_WestAfr	11145
PP196597	ncbi-curated	AL_CHIKV_WestAfr	11116
PP196598	ncbi-curated	AL_CHIKV_WestAfr	10961
PP196599	ncbi-curated	AL_CHIKV_WestAfr	11091
PP196600	ncbi-curated	AL_CHIKV_WestAfr	10844
PP196601	ncbi-curated	AL_CHIKV_WestAfr	10510
PP196602	ncbi-curated	AL_CHIKV_WestAfr	10844
PP196603	ncbi-curated	AL_CHIKV_WestAfr	11093
PP196604	ncbi-curated	AL_CHIKV_WestAfr	10842
PP196605	ncbi-curated	AL_CHIKV_WestAfr	11153
PP196606	ncbi-curated	AL_CHIKV_WestAfr	11142
PP196607	ncbi-curated	AL_CHIKV_WestAfr	10957
PP196608	ncbi-curated	AL_CHIKV_WestAfr	11107
PP196609	ncbi-curated	AL_CHIKV_WestAfr	11107
PP196610	ncbi-curated	AL_CHIKV_WestAfr	11063
PP196611	ncbi-curated	AL_CHIKV_WestAfr	11161
PP196612	ncbi-curated	AL_CHIKV_WestAfr	11153
PP196613	ncbi-curated	AL_CHIKV_WestAfr	11108
PP196614	ncbi-curated	AL_CHIKV_WestAfr	11120
PP236105	ncbi-curated	AL_CHIKV_ECSA	11790
PP236106	ncbi-curated	AL_CHIKV_ECSA	11735
PP236107	ncbi-curated	AL_CHIKV_ECSA	11729
PP236108	ncbi-curated	AL_CHIKV_ECSA	11768
PP236109	ncbi-curated	AL_CHIKV_ECSA	11765
PP236110	ncbi-curated	AL_CHIKV_ECSA	11759
PP236742	ncbi-curated	AL_CHIKV_WestAfr	10991
PP236743	ncbi-curated	AL_CHIKV_WestAfr	11053
PP236744	ncbi-curated	AL_CHIKV_WestAfr	10920
PP236745	ncbi-curated	AL_CHIKV_WestAfr	10904
PP236746	ncbi-curated	AL_CHIKV_WestAfr	10891
PP236747	ncbi-curated	AL_CHIKV_WestAfr	11130
PP236748	ncbi-curated	AL_CHIKV_WestAfr	11009
PP236749	ncbi-curated	AL_CHIKV_WestAfr	10908
PP236750	ncbi-curated	AL_CHIKV_WestAfr	10822
PP236751	ncbi-curated	AL_CHIKV_WestAfr	10913
PP236752	ncbi-curated	AL_CHIKV_WestAfr	11134
PP236753	ncbi-curated	AL_CHIKV_WestAfr	11094
PP236754	ncbi-curated	AL_CHIKV_WestAfr	11008
PP236755	ncbi-curated	AL_CHIKV_WestAfr	11224
PP236756	ncbi-curated	AL_CHIKV_WestAfr	11222
PP319439	ncbi-curated	AL_CHIKV_ECSA	11830
PP319440	ncbi-curated	AL_CHIKV_ECSA	10853
PP336966	ncbi-curated	AL_CHIKV_ECSA	10924
PP336967	ncbi-curated	AL_CHIKV_ECSA	10924
PP336968	ncbi-curated	AL_CHIKV_ECSA	10924
PP336969	ncbi-curated	AL_CHIKV_ECSA	10924
PP336970	ncbi-curated	AL_CHIKV_ECSA	10924
PP336971	ncbi-curated	AL_CHIKV_ECSA	10924
PP336972	ncbi-curated	AL_CHIKV_ECSA	10924
PP336973	ncbi-curated	AL_CHIKV_ECSA	10924
PP336974	ncbi-curated	AL_CHIKV_ECSA	10924
PP336975	ncbi-curated	AL_CHIKV_ECSA	10924
PP336976	ncbi-curated	AL_CHIKV_ECSA	10924
PP336977	ncbi-curated	AL_CHIKV_ECSA	10924
PP336978	ncbi-curated	AL_CHIKV_ECSA	10918
PP336979	ncbi-curated	AL_CHIKV_ECSA	10924
PP336980	ncbi-curated	AL_CHIKV_ECSA	10924
PP336981	ncbi-curated	AL_CHIKV_ECSA	10924
PP336982	ncbi-curated	AL_CHIKV_ECSA	10924
PP336983	ncbi-curated	AL_CHIKV_ECSA	10918
PP336984	ncbi-curated	AL_CHIKV_ECSA	10924
PP336985	ncbi-curated	AL_CHIKV_ECSA	10924
PP336986	ncbi-curated	AL_CHIKV_ECSA	10924
PP336987	ncbi-curated	AL_CHIKV_ECSA	10924
PP336988	ncbi-curated	AL_CHIKV_ECSA	10924
PP336989	ncbi-curated	AL_CHIKV_ECSA	10918
PP336990	ncbi-curated	AL_CHIKV_ECSA	10946
PP336991	ncbi-curated	AL_CHIKV_ECSA	10924
PP336992	ncbi-curated	AL_CHIKV_ECSA	10924
PP336993	ncbi-curated	AL_CHIKV_ECSA	10924
PP336994	ncbi-curated	AL_CHIKV_ECSA	10924
PP336995	ncbi-curated	AL_CHIKV_ECSA	10924
PP336996	ncbi-curated	AL_CHIKV_ECSA	10924
PP336997	ncbi-curated	AL_CHIKV_ECSA	10924
PP336998	ncbi-curated	AL_CHIKV_ECSA	10924
PP336999	ncbi-curated	AL_CHIKV_ECSA	10924
PP337000	ncbi-curated	AL_CHIKV_ECSA	10924
PP337001	ncbi-curated	AL_CHIKV_ECSA	10924
PP337002	ncbi-curated	AL_CHIKV_ECSA	10924
PP337003	ncbi-curated	AL_CHIKV_ECSA	10946
PP337004	ncbi-curated	AL_CHIKV_ECSA	10924
PP337005	ncbi-curated	AL_CHIKV_ECSA	10924
PP337006	ncbi-curated	AL_CHIKV_ECSA	10924
PP337007	ncbi-curated	AL_CHIKV_ECSA	10924
PP337008	ncbi-curated	AL_CHIKV_ECSA	10924
PP337009	ncbi-curated	AL_CHIKV_ECSA	10924
PP337010	ncbi-curated	AL_CHIKV_ECSA	10924
PP337011	ncbi-curated	AL_CHIKV_ECSA	10924
PP337012	ncbi-curated	AL_CHIKV_ECSA	10918
PP337013	ncbi-curated	AL_CHIKV_ECSA	10918
PP337014	ncbi-curated	AL_CHIKV_ECSA	10918
PP337015	ncbi-curated	AL_CHIKV_ECSA	10918
PP337016	ncbi-curated	AL_CHIKV_ECSA	10946
PP337017	ncbi-curated	AL_CHIKV_ECSA	10918
PP337018	ncbi-curated	AL_CHIKV_ECSA	10918
PP337019	ncbi-curated	AL_CHIKV_ECSA	10918
PP337020	ncbi-curated	AL_CHIKV_ECSA	10918
PP337021	ncbi-curated	AL_CHIKV_ECSA	10918
PP349434	ncbi-curated	AL_CHIKV_ECSA	11840
PP501552	ncbi-curated	AL_CHIKV_ECSA	11789
PP501553	ncbi-curated	AL_CHIKV_ECSA	11781
PP501554	ncbi-curated	AL_CHIKV_ECSA	11781
PP554682	ncbi-curated	AL_CHIKV_Asian	11716
PP599025	ncbi-curated	AL_CHIKV_ECSA	11746
PP626395	ncbi-curated	AL_CHIKV_ECSA	11580
PP626396	ncbi-curated	AL_CHIKV_ECSA	11626
PP626397	ncbi-curated	AL_CHIKV_ECSA	11483
PP626398	ncbi-curated	AL_CHIKV_ECSA	11655
PP681186	ncbi-curated	AL_CHIKV_ECSA	11787
PP798381	ncbi-curated	AL_CHIKV_Asian	12000
PP862724	ncbi-curated	AL_CHIKV_ECSA	11696
PP896894	ncbi-curated	AL_CHIKV_ECSA	11826
PP896895	ncbi-curated	AL_CHIKV_ECSA	11826
PP896896	ncbi-curated	AL_CHIKV_ECSA	11826
PP896897	ncbi-curated	AL_CHIKV_ECSA	11826
PP896898	ncbi-curated	AL_CHIKV_ECSA	11826
PP896899	ncbi-curated	AL_CHIKV_ECSA	11826
PP896900	ncbi-curated	AL_CHIKV_ECSA	11826
PP896901	ncbi-curated	AL_CHIKV_ECSA	11826
PP896902	ncbi-curated	AL_CHIKV_ECSA	11826
PP896903	ncbi-curated	AL_CHIKV_ECSA	11826
PP896904	ncbi-curated	AL_CHIKV_ECSA	11826
PP896905	ncbi-curated	AL_CHIKV_ECSA	11826
PP896906	ncbi-curated	AL_CHIKV_ECSA	11826
PP896907	ncbi-curated	AL_CHIKV_ECSA	11826
PP896908	ncbi-curated	AL_CHIKV_ECSA	11826
PP896909	ncbi-curated	AL_CHIKV_ECSA	11826
PP896910	ncbi-curated	AL_CHIKV_ECSA	11826
PP896911	ncbi-curated	AL_CHIKV_ECSA	11826
PP896912	ncbi-curated	AL_CHIKV_ECSA	11826
PP896913	ncbi-curated	AL_CHIKV_ECSA	11826
PP896914	ncbi-curated	AL_CHIKV_ECSA	11826
PP896915	ncbi-curated	AL_CHIKV_ECSA	11826
PP896916	ncbi-curated	AL_CHIKV_ECSA	11826
PP896917	ncbi-curated	AL_CHIKV_ECSA	11826
PP896918	ncbi-curated	AL_CHIKV_ECSA	11826
PP896919	ncbi-curated	AL_CHIKV_ECSA	11826
PP896920	ncbi-curated	AL_CHIKV_ECSA	11826
PP896921	ncbi-curated	AL_CHIKV_ECSA	11826
PQ441909	ncbi-curated	AL_CHIKV_ECSA	11778
PQ483508	ncbi-curated	AL_CHIKV_WestAfr	11239
PQ483509	ncbi-curated	AL_CHIKV_WestAfr	11250
PQ483510	ncbi-curated	AL_CHIKV_WestAfr	11251
PQ483511	ncbi-curated	AL_CHIKV_WestAfr	11133
PQ483512	ncbi-curated	AL_CHIKV_WestAfr	11374
PQ483513	ncbi-curated	AL_CHIKV_WestAfr	11364
PQ483514	ncbi-curated	AL_CHIKV_WestAfr	11250
PQ483515	ncbi-curated	AL_CHIKV_WestAfr	11251
PQ602191	ncbi-curated	AL_CHIKV_ECSA	11676
PQ637673	ncbi-curated	AL_CHIKV_ECSA	11736
PQ637674	ncbi-curated	AL_CHIKV_ECSA	11736
PQ637675	ncbi-curated	AL_CHIKV_ECSA	11736
PQ637676	ncbi-curated	AL_CHIKV_ECSA	11736
PQ637677	ncbi-curated	AL_CHIKV_ECSA	11736
PQ637678	ncbi-curated	AL_CHIKV_ECSA	11736
PQ637679	ncbi-curated	AL_CHIKV_ECSA	11623
PQ637680	ncbi-curated	AL_CHIKV_ECSA	11736
PQ637681	ncbi-curated	AL_CHIKV_ECSA	11736
PQ637682	ncbi-curated	AL_CHIKV_ECSA	11728
PQ637683	ncbi-curated	AL_CHIKV_ECSA	11728
PQ637684	ncbi-curated	AL_CHIKV_ECSA	11717
PQ637685	ncbi-curated	AL_CHIKV_ECSA	11718
PQ637686	ncbi-curated	AL_CHIKV_ECSA	11728
PQ637687	ncbi-curated	AL_CHIKV_ECSA	11498
PQ637688	ncbi-curated	AL_CHIKV_ECSA	11728
PQ637689	ncbi-curated	AL_CHIKV_ECSA	11620
PQ637690	ncbi-curated	AL_CHIKV_ECSA	11628
PQ637691	ncbi-curated	AL_CHIKV_ECSA	11609
PQ637692	ncbi-curated	AL_CHIKV_ECSA	11718
PQ637693	ncbi-curated	AL_CHIKV_ECSA	11718
PQ637694	ncbi-curated	AL_CHIKV_ECSA	11379
PQ637695	ncbi-curated	AL_CHIKV_ECSA	11609
PQ637696	ncbi-curated	AL_CHIKV_ECSA	11718
PQ637697	ncbi-curated	AL_CHIKV_ECSA	11728
PQ637698	ncbi-curated	AL_CHIKV_ECSA	11735
PQ637699	ncbi-curated	AL_CHIKV_ECSA	11718
PQ637700	ncbi-curated	AL_CHIKV_ECSA	11736
PQ637701	ncbi-curated	AL_CHIKV_ECSA	11707
PQ637702	ncbi-curated	AL_CHIKV_ECSA	11728
PQ637703	ncbi-curated	AL_CHIKV_ECSA	11736
PQ637704	ncbi-curated	AL_CHIKV_ECSA	11721
PQ637705	ncbi-curated	AL_CHIKV_ECSA	11736
PQ637706	ncbi-curated	AL_CHIKV_ECSA	11736
PQ637707	ncbi-curated	AL_CHIKV_ECSA	11736
PQ637708	ncbi-curated	AL_CHIKV_ECSA	11721
PQ637709	ncbi-curated	AL_CHIKV_ECSA	11717
PQ637710	ncbi-curated	AL_CHIKV_ECSA	11736
PQ673601	ncbi-curated	AL_CHIKV_ECSA	11790
PQ841382	ncbi-curated	AL_CHIKV_ECSA	11192
PQ841383	ncbi-curated	AL_CHIKV_ECSA	11193
PQ841384	ncbi-curated	AL_CHIKV_ECSA	11194
PQ841385	ncbi-curated	AL_CHIKV_ECSA	11192
PQ841386	ncbi-curated	AL_CHIKV_ECSA	11194
PQ841387	ncbi-curated	AL_CHIKV_ECSA	11193
PQ841388	ncbi-curated	AL_CHIKV_ECSA	11194
PQ841389	ncbi-curated	AL_CHIKV_ECSA	11193
PQ841390	ncbi-curated	AL_CHIKV_ECSA	11193
PQ841391	ncbi-curated	AL_CHIKV_ECSA	11192
PQ841392	ncbi-curated	AL_CHIKV_ECSA	11193
PQ841393	ncbi-curated	AL_CHIKV_ECSA	11193
PQ841394	ncbi-curated	AL_CHIKV_ECSA	11192
PQ841395	ncbi-curated	AL_CHIKV_ECSA	11194
PQ841396	ncbi-curated	AL_CHIKV_ECSA	11194
PQ841397	ncbi-curated	AL_CHIKV_ECSA	11194
PQ841398	ncbi-curated	AL_CHIKV_ECSA	11193
PQ841399	ncbi-curated	AL_CHIKV_ECSA	11192
PQ841400	ncbi-curated	AL_CHIKV_ECSA	11193
PQ841401	ncbi-curated	AL_CHIKV_ECSA	11193
PQ841402	ncbi-curated	AL_CHIKV_ECSA	11192
PQ841403	ncbi-curated	AL_CHIKV_ECSA	11193
PQ841404	ncbi-curated	AL_CHIKV_ECSA	11192
PQ841405	ncbi-curated	AL_CHIKV_ECSA	11193
PQ841406	ncbi-curated	AL_CHIKV_ECSA	11194
PQ841407	ncbi-curated	AL_CHIKV_ECSA	11193
PQ841408	ncbi-curated	AL_CHIKV_ECSA	11193
PQ841409	ncbi-curated	AL_CHIKV_ECSA	11193
PQ841410	ncbi-curated	AL_CHIKV_ECSA	11192
PQ841411	ncbi-curated	AL_CHIKV_ECSA	11194
PQ841412	ncbi-curated	AL_CHIKV_ECSA	11193
PQ841413	ncbi-curated	AL_CHIKV_ECSA	11193
PQ841414	ncbi-curated	AL_CHIKV_ECSA	11193
PQ841415	ncbi-curated	AL_CHIKV_ECSA	11193
PQ841416	ncbi-curated	AL_CHIKV_ECSA	11192
PQ841417	ncbi-curated	AL_CHIKV_ECSA	11193
PQ841418	ncbi-curated	AL_CHIKV_ECSA	11193
PQ841419	ncbi-curated	AL_CHIKV_ECSA	11192
PQ841420	ncbi-curated	AL_CHIKV_ECSA	11193
PQ841421	ncbi-curated	AL_CHIKV_ECSA	11193
PQ841422	ncbi-curated	AL_CHIKV_ECSA	11193
PQ841423	ncbi-curated	AL_CHIKV_ECSA	11193
PQ841424	ncbi-curated	AL_CHIKV_ECSA	11193
PQ841425	ncbi-curated	AL_CHIKV_ECSA	11193
PQ841426	ncbi-curated	AL_CHIKV_ECSA	11193
PQ841427	ncbi-curated	AL_CHIKV_ECSA	11192
PQ841428	ncbi-curated	AL_CHIKV_ECSA	11193
PQ841429	ncbi-curated	AL_CHIKV_ECSA	11192
PQ841430	ncbi-curated	AL_CHIKV_ECSA	11193
PU632413	ncbi-curated	AL_CHIKV_ECSA	11674
PV022110	ncbi-curated	AL_CHIKV_ECSA	11237
PV022111	ncbi-curated	AL_CHIKV_ECSA	11237
PV022112	ncbi-curated	AL_CHIKV_ECSA	11237
PV022113	ncbi-curated	AL_CHIKV_ECSA	11237
PV022114	ncbi-curated	AL_CHIKV_ECSA	11237
PV022115	ncbi-curated	AL_CHIKV_ECSA	11237
PV022116	ncbi-curated	AL_CHIKV_ECSA	11237
PV022117	ncbi-curated	AL_CHIKV_ECSA	11237
PV022118	ncbi-curated	AL_CHIKV_ECSA	11237
PV022119	ncbi-curated	AL_CHIKV_ECSA	11237
PV022120	ncbi-curated	AL_CHIKV_ECSA	11237
PV022121	ncbi-curated	AL_CHIKV_ECSA	11237
PV022122	ncbi-curated	AL_CHIKV_ECSA	11237
PV022123	ncbi-curated	AL_CHIKV_ECSA	11237
PV022124	ncbi-curated	AL_CHIKV_ECSA	11237
PV022125	ncbi-curated	AL_CHIKV_ECSA	11237
PV022126	ncbi-curated	AL_CHIKV_ECSA	11237
PV022127	ncbi-curated	AL_CHIKV_ECSA	11237
PV035814	ncbi-curated	AL_CHIKV_ECSA	11237
